ProjID,ProjectStatus,ProjectTitle,ProjectRDC,ProjectYearStarted,ProjectYearEnded,ProjectPI,OutputTitle,OutputBiblio,OutputType,OutputStatus,OutputVenue,OutputYear,OutputMonth,OutputVolume,OutputNumber,OutputPages
2705,Active,Evidence from National Surveys on STEM Workforce Development for Diverse Young Adults,berkeley,2023,,byeongdon oh,do parents matter for student loan repayment after graduation,,JO,PB,Socius: Sociological Research for a Dynamic World,2022,1,8,,
2705,Active,Evidence from National Surveys on STEM Workforce Development for Diverse Young Adults,berkeley,2023,,byeongdon oh,changing undergraduate funding mix and graduate degree attainment,,JO,PB,The Journal of Higher Education,2023,1,94,5,664-689
,,,minnesota,,,carolyn a liebler,ipums redesign,,JO,PB,Historical Methods: A Journal of Quantitative and Interdisciplinary History,2003,1,36,1,9-19
,,,minnesota,,,carolyn a liebler,data impacts of changes in u s census bureau procedures for race and ethnicity data,,JO,PB,SSM - Population Health,2025,3,29,,101742
,,,minnesota,,,carolyn a liebler,on the boundaries of race,,BO,PB,Empires and Boundaries,2016,11,,,66-85
62,Completed,Marriage and Economic Opportunity in the United States,minnesota,2008,2015,catherine a fitch,differential privacy and census data implications for social and economic research,,JO,PB,AEA Papers and Proceedings,2019,5,109,,403-408
,,,texas,,,charles m tolbert,measuring migration profiling residential mobility across two decades,,JO,PB,Journal of Applied Social Science,2009,9,3,2,24-38
,,,texas,,,charles m tolbert,recent immigrant settlement in the nonmetropolitan united states evidence from internal census data,,JO,PB,Rural Sociology,2007,12,72,4,537-559
,,,boston,,,christina patterson,childcare obligations will constrain many workers when reopening the us economy,,JO,PB,SSRN Electronic Journal,202,,,,
,,,michigan,,,christopher j kurz,outstanding outsourcers a firm and plant level analysis of production sharing,,JO,PB,SSRN Electronic Journal,2006,,,,
2307,Active,Evaluating the Utility of SIPP Data to Examine the Increasingly Heterogeneous Foreign Born Population,missouri,2020,,claire altman,current and future food insufficiency during covid 19 examining disparities by race ethnicity and recent work loss,,JO,PB,Journal of Racial and Ethnic Health Disparities,2021,7,9,5,1794-1806
3059,Active,The Effects of WIC Physical Presence Requirements on Program Participation Outcomes,cornell,2024,,colleen heflin,food pantry assistance and the great recession,,JO,PB,Journal of Hunger &amp; Environmental Nutrition,2018,3,14,1-2,225-239
3059,Active,The Effects of WIC Physical Presence Requirements on Program Participation Outcomes,cornell,2024,,colleen heflin,the structure of material hardship in u s households an examination of the coherence behind common measures of well being,,JO,PB,Social Problems,2009,11,56,4,746-764
2323,Active,Understanding the Migration of Older Americans,cornell,2020,,dan black,what we can learn from selected unmatched data measuring internet inequality in chicago,,JO,PB,SSRN Electronic Journal,2022,,,,
2323,Active,Understanding the Migration of Older Americans,cornell,2020,,dan black,measurement of higher education in the census and current population survey,,JO,PB,Journal of the American Statistical Association,2003,9,98,463,545-554
503,Completed,Using Plant-Level Data to Assess the Motives for Aggregating Line of Business Information,chicago,2005,2008,daniel a bens,discretionary disclosure in financial reporting an examination comparing internal firm data to externally reported segment data,,JO,PB,SSRN Electronic Journal,201,,,,
2888,Active,Occupational Mobility Among Recent U.S. Birth Cohorts,stanford,2023,,david b grusky,a new infrastructure for monitoring social mobility in the united states,,JO,PB,The ANNALS of the American Academy of Political and Social Science,2014,12,657,1,63-82
2359,Active,Trends and Disparities in Fatal Occupational Injuries,triangle,2021,,david b richardson,trends in fatal occupational injuries in latino a workers relative to other groups north carolina 2000 2017,,JO,PB,American Journal of Industrial Medicine,2022,2,65,4,242-247
2359,Active,Trends and Disparities in Fatal Occupational Injuries,triangle,2021,,david b richardson,the effect of rate denominator source on us fatal occupational injury rate estimates,,JO,PB,American Journal of Industrial Medicine,2004,8,46,3,261-270
2359,Active,Trends and Disparities in Fatal Occupational Injuries,triangle,2021,,david b richardson,characteristics of sports and recreation related emergency department visits among school age children and youth in north carolina 2010 2014,,JO,PB,Injury Epidemiology,2018,5,5,1,
2359,Active,Trends and Disparities in Fatal Occupational Injuries,triangle,2021,,david b richardson,trends in fatal occupational injury rates among older workers before and after the great recession of 2008,,JO,PB,Occupational and Environmental Medicine,2023,1,80,3,154-159
,,,irvine,,,david neumark,changes in workplace segregation in the united states between 1990 and 2000,,BO,PB,The Analysis of Firms and Employees,2008,,,,163-196
,,,irvine,,,david neumark,jue insight the impacts of opportunity zones on zone residents,,JO,PB,SSRN Electronic Journal,2021,,,,
,,,irvine,,,david neumark,combining rules and discretion in economic development policy evidence on the impacts of the california competes tax credit,,JO,PB,SSRN Electronic Journal,2022,,,,
,,,ucla,,,david rigby,cheap imports and the loss of us manufacturing jobs,,JO,PB,The World Economy,2014,11,38,10,1555-1573
266,Active,Embedded Experimental Design Methodology for Informing Annual Survey of Manufactures (ASM) Survey Redesigns,kentucky,2022,,derek young,zero inflated modelling for characterizing coverage errors of extracts from the us census bureau smaster address file,,JO,PB,Journal of the Royal Statistical Society Series A: Statistics in Society,2016,2,180,1,73-97
266,Active,Embedded Experimental Design Methodology for Informing Annual Survey of Manufactures (ASM) Survey Redesigns,kentucky,2022,,derek young,a procedure for approximate negative binomial tolerance intervals,,JO,PB,Journal of Statistical Computation and Simulation,2012,8,84,2,438-450
266,Active,Embedded Experimental Design Methodology for Informing Annual Survey of Manufactures (ASM) Survey Redesigns,kentucky,2022,,derek young,some dimension reduction strategies for the analysis of survey data,,JO,PB,Journal of Big Data,2017,12,4,1,
,,,boston,,,elizabeth fussell,differential recovery migration across the rural urban gradient minimal and short term population gains for rural disaster affected gulf coast counties,,JO,PB,Rural Sociology,2019,10,85,4,856-898
,,,penn state,,,elizabeth korver glenn,the increasing effect of neighborhood racial composition on housing values 1980 2015,,JO,PB,Social Problems,202,9,68,4,1051-1071
,,,penn state,,,elizabeth korver glenn,citizens but not americans race belonging among latino millennials,,JO,PB,Latino Studies,2018,2,17,1,127-130
362,Completed,The Industry Life-Cycle of the Size Distribution of Firms,berkeley,2004,2005,emin m dinlersoz,high frequency data from the u s census bureau during the covid 19 pandemic small vs new businesses,,JO,PB,Business Economics,2021,7,56,3,155-167
362,Completed,The Industry Life-Cycle of the Size Distribution of Firms,berkeley,2004,2005,emin m dinlersoz,an anatomy of u s firms seeking trademark registration,,RE,PB,,2018,9,,,
362,Completed,The Industry Life-Cycle of the Size Distribution of Firms,berkeley,2004,2005,emin m dinlersoz,the diffusion of electronic business in the united states,,RE,PB,,2004,,,,
362,Completed,The Industry Life-Cycle of the Size Distribution of Firms,berkeley,2004,2005,emin m dinlersoz,automation and the workforce a firm level view from the 2019 annual business survey,,RE,PB,,2022,11,,,
362,Completed,The Industry Life-Cycle of the Size Distribution of Firms,berkeley,2004,2005,emin m dinlersoz,chapter 5 an anatomy of u s firms seeking trademark registration,,BO,PB,Measuring and Accounting for Innovation in the Twenty-First Century,2021,,,,183-228
362,Completed,The Industry Life-Cycle of the Size Distribution of Firms,berkeley,2004,2005,emin m dinlersoz,the diffusion of electronic business in the u s,,JO,PB,SSRN Electronic Journal,2004,,,,
362,Completed,The Industry Life-Cycle of the Size Distribution of Firms,berkeley,2004,2005,emin m dinlersoz,leverage over the firm life cycle firm growth and aggregate fluctuations,,JO,PB,"Federal Reserve Bank of Atlanta, Working Papers",2018,,,,
362,Completed,The Industry Life-Cycle of the Size Distribution of Firms,berkeley,2004,2005,emin m dinlersoz,business applications as a leading economic indicator,,JO,PB,SSRN Electronic Journal,2024,,,,
,,,penn state,,,eric p baumer,reporting crime to the police 1973 2005 a multivariate analysis of long term trends in the national crime survey ncs and national crime victimization survey ncvs,,JO,PB,Criminology,201,2,48,1,131-185
,,,penn state,,,eric p baumer,neighborhood disadvantage and police notification by victims of violence,,JO,PB,Criminology,2002,8,40,3,579-616
,,,penn state,,,eric p baumer,immigrant status citizenship and victimization risk in the united states new findings from the national crime victimization survey ncvs,,JO,PB,Criminology,2021,7,59,4,610-644
,,,penn state,,,eric p baumer,neighborhood disadvantage and the nature of violence,,JO,PB,Criminology,2003,2,41,1,39-72
,,,penn state,,,eric p baumer,changes in police notification for rape 1973 2000,,JO,PB,Criminology,2003,8,41,3,841-870
,,,penn state,,,eric p baumer,acquaintance robbery,,JO,PB,Journal of Research in Crime and Delinquency,200,8,37,3,284-305
1994,Active,Factors associated with internal and international migration at the block group level,texas,2018,,ernesto f de lima amaral,current and future demographics of the veteran population 2014 2024,,JO,PB,Population Review,2018,,57,1,
1994,Active,Factors associated with internal and international migration at the block group level,texas,2018,,ernesto f de lima amaral,factors associated with attitudes toward u s immigration 2004 2016,,PO,PB,,2018,8,,,
1994,Active,Factors associated with internal and international migration at the block group level,texas,2018,,ernesto f de lima amaral,novel healthcare model continuation of inequality exploring the role of micro hospitals in texas healthcare access through demographic spatial modeling,,PO,PB,,2022,9,,,
209,Active,Competition and Economic Growth,chicago,2019,,ezra karger,tracking u s consumers in real time with a new weekly index of retail trade,,RE,PB,,2021,,,,
1809,Completed,Developing an innovative methodology to measure the rural-urban continuum as applied to tobacco control,washington,2017,2020,frances stillman,validation of a new continuous geographic isolation scale a tool for rural health disparities research,,PO,PB,,2017,12,,,
2387,Active,Understanding Factors Affecting the Ability of Older Workers to Participate in the Labor Force: Employer Concentration and Employer Demand,boston,2021,,gal wettstein,the affordable care act s insurance market regulations effect on coverage,,JO,PB,Health Economics,2017,9,27,3,454-464
2387,Active,Understanding Factors Affecting the Ability of Older Workers to Participate in the Labor Force: Employer Concentration and Employer Demand,boston,2021,,gal wettstein,are older workers capable of working longer,,JO,PB,Journal of Pension Economics and Finance,2021,2,23,2,165-182
2387,Active,Understanding Factors Affecting the Ability of Older Workers to Participate in the Labor Force: Employer Concentration and Employer Demand,boston,2021,,gal wettstein,does social security serve as an economic stabilizer,,JO,PB,SSRN Electronic Journal,2021,,,,
,,,triangle,,,gale a boyd,modeling plant level industrial energy demand with the manufacturing energy consumption survey mecs database and the longitudinal research database lrd,,RE,PB,,1992,8,,,
813,Completed,Accuracy of Same-sex Couple Data in the American Community Survey,ucla,2011,2014,gary j gates,cohabitation and marriage among same sex couples in the 2019 acs and cps a research note,,JO,PB,Demography,2022,9,59,5,1595-1605
813,Completed,Accuracy of Same-sex Couple Data in the American Community Survey,ucla,2011,2014,gary j gates,lesbian gay bisexual and transgender demographics,,BO,PB,"Gay, Lesbian, Bisexual, and Transgender Civil Rights",2014,9,,,36-55
305,Completed,The Determinants of Industrial Location,boston,2002,2004,glenn ellison,geographic concentration as a dynamic process,,RE,PB,,2002,11,,,
1572,Completed,"Human Capital and Corporate Financing, Restructuring, and Governance",triangle,2018,2024,hyunseob kim,labor market size and employer capital structure evidence from large plant openings,,JO,PB,SSRN Electronic Journal,2012,,,,
1085,Completed,Home Equity  Lending and Small Business: Relaxing Credit Constraints in Texas,atlanta,2014,2022,ian m schmutte,modeling endogenous mobility in earnings determination,,JO,PB,Journal of Business &amp; Economic Statistics,2017,5,37,3,405-418
1085,Completed,Home Equity  Lending and Small Business: Relaxing Credit Constraints in Texas,atlanta,2014,2022,ian m schmutte,a formal test of assortative matching in the labor market,,JO,PB,SSRN Electronic Journal,2009,,,,
1085,Completed,Home Equity  Lending and Small Business: Relaxing Credit Constraints in Texas,atlanta,2014,2022,ian m schmutte,why the economics profession must actively participate in the privacy protection debate,,JO,PB,AEA Papers and Proceedings,2019,5,109,,397-402
1085,Completed,Home Equity  Lending and Small Business: Relaxing Credit Constraints in Texas,atlanta,2014,2022,ian m schmutte,modeling endogenous mobility in wage determiniation,,JO,PB,SSRN Electronic Journal,2015,,,,
1085,Completed,Home Equity  Lending and Small Business: Relaxing Credit Constraints in Texas,atlanta,2014,2022,ian m schmutte,an interview with john m abowd,,JO,PB,International Statistical Review,2022,2,90,1,1-40
1085,Completed,Home Equity  Lending and Small Business: Relaxing Credit Constraints in Texas,atlanta,2014,2022,ian m schmutte,proceedings from the 2017 cornell census nsf sloan workshop on practical privacy,,JO,PB,SSRN Electronic Journal,2017,,,,
,,,georgetown,,,j bradford jensen,producer dynamics,,MO,PB,,2009,,,,
,,,georgetown,,,j bradford jensen,firm performance and evolution empirical regularities in the us microdata,,JO,PB,Industrial and Corporate Change,1997,1,6,1,25-47
,,,georgetown,,,j bradford jensen,automating response evaluation for franchising questions on the 2017 economic census,,RE,PB,,2019,5,,,
2972,Active,The Effect of Medicaid Expansion on Mortality Disparities and Poverty,kansas city,2023,,j tom mueller,the widespread and unjust drinking water and clean water crisis in the united states,,JO,PB,Nature Communications,2021,6,12,1,
2972,Active,The Effect of Medicaid Expansion on Mortality Disparities and Poverty,kansas city,2023,,j tom mueller,the relationship between self rated health and local government spending on parks and recreation in the united states from 1997 to 2012,,JO,PB,Preventive Medicine Reports,2018,3,13,,105-112
2972,Active,The Effect of Medicaid Expansion on Mortality Disparities and Poverty,kansas city,2023,,j tom mueller,the relationship between parks and recreation per capita spending and mortality from 1980 to 2010 a fixed effects model,,JO,PB,Preventive Medicine Reports,2019,6,14,,100827
2972,Active,The Effect of Medicaid Expansion on Mortality Disparities and Poverty,kansas city,2023,,j tom mueller,the 2020 u s census differential privacy method introduces disproportionate discrepancies for rural and non white populations,,PO,PB,,2021,6,,,
2972,Active,The Effect of Medicaid Expansion on Mortality Disparities and Poverty,kansas city,2023,,j tom mueller,cost of living variation non metropolitan america and implications for the supplemental poverty measure,,PO,PB,,2021,5,,,
2972,Active,The Effect of Medicaid Expansion on Mortality Disparities and Poverty,kansas city,2023,,j tom mueller,burdened by renewable energy a multi scalar analysis of distributional justice and wind energy in the united states,,PO,PB,,2019,1,,,
,,,boston,,,jack dewaard,internal migration in the united states a comprehensive comparative assessment of the consumer credit panel,,JO,PB,Demographic Research,2019,10,41,,953-1006
,,,boston,,,jack dewaard,internal migration in the united states a comparative assessment of the utility of the consumer credit panel,,RE,PB,Working paper (Federal Reserve Bank of Cleveland),2018,3,,,
,,,boston,,,jack dewaard,internal migration in the united states a comparative assessment of the consumer credit panel,,RE,PB,Working paper (Federal Reserve Bank of Cleveland),2019,6,,,
312,Completed,Misreporting of Program Participation in the Current Population Survey:,ucla,2002,2004,jacob a klerman,an examination of the medicaid undercount in the current population survey preliminary results from record linking,,JO,PB,Health Services Research,2009,5,44,3,965-987
312,Completed,Misreporting of Program Participation in the Current Population Survey:,ucla,2002,2004,jacob a klerman,understanding the current population survey s insurance estimates and the medicaid undercount,,JO,PB,Health Affairs,2009,1,28,Supplement 1,w991-w1001
312,Completed,Misreporting of Program Participation in the Current Population Survey:,ucla,2002,2004,jacob a klerman,chip reporting in the cps,,JO,PB,Medicare &amp; Medicaid Research Review,2011,,2,3,
312,Completed,Misreporting of Program Participation in the Current Population Survey:,ucla,2002,2004,jacob a klerman,how does medicaid managed care impact reporting of medicaid status,,JO,PB,Health Services Research,201,9,45,5p1,1310-1323
,,,wisconsin,,,jason fletcher,understanding geographic disparities in mortality,,JO,PB,Demography,2023,3,60,2,351-377
,,,wisconsin,,,jason fletcher,state of birth and cardiovascular disease mortality multilevel analyses of the national longitudinal mortality study,,JO,PB,SSM - Population Health,2021,9,15,,100875
,,,wisconsin,,,jason fletcher,where and when sharpening the lens on geographic disparities in mortality,,JO,PB,SSM - Population Health,202,12,12,,100680
,,,wisconsin,,,jason fletcher,the effects of in utero exposure to the 1918 influenza pandemic on family formation,,PO,PB,,2017,5,,,
1182,Completed,"When Opportunity Moves To Or Away From You: An Analysis Of The Mechanisms Linking Geographic, Economic, Institutional, And Social Space With Entrepreneurship, Innovation, And Business Performance",baruch,2015,2020,jason greenberg,the study of the epidemiology of pediatric hypertension registry superhero rationale and methods,,JO,PB,American Journal of Epidemiology,2024,7,193,12,1650-1661
333,Completed,Technology Use and Worker Outcomes: Evidence from Linked Employer-Employee Data,washington,2004,2005,javier miranda,robot hubs the skewed distribution of robots in us manufacturing,,JO,PB,AEA Papers and Proceedings,2023,5,113,,215-218
333,Completed,Technology Use and Worker Outcomes: Evidence from Linked Employer-Employee Data,washington,2004,2005,javier miranda,the characteristics and geographic distribution of robot hubs in u s manufacturing establishments,,JO,PB,SSRN Electronic Journal,2023,,,,
333,Completed,Technology Use and Worker Outcomes: Evidence from Linked Employer-Employee Data,washington,2004,2005,javier miranda,who creates jobs small vs large vs young,,JO,PB,SSRN Electronic Journal,201,,,,
333,Completed,Technology Use and Worker Outcomes: Evidence from Linked Employer-Employee Data,washington,2004,2005,javier miranda,the longitudinal business database,,JO,PB,SSRN Electronic Journal,2002,,,,
333,Completed,Technology Use and Worker Outcomes: Evidence from Linked Employer-Employee Data,washington,2004,2005,javier miranda,expanding the role of synthetic data at the u s census bureau,,JO,PB,SSRN Electronic Journal,2014,,,,
333,Completed,Technology Use and Worker Outcomes: Evidence from Linked Employer-Employee Data,washington,2004,2005,javier miranda,taken by storm business financing and survival in the aftermath of hurricane katrina,,JO,PB,Journal of Economic Geography,2017,8,18,6,1285-1313
333,Completed,Technology Use and Worker Outcomes: Evidence from Linked Employer-Employee Data,washington,2004,2005,javier miranda,business dynamics statistics of high tech industries,,JO,PB,SSRN Electronic Journal,2016,,,,
333,Completed,Technology Use and Worker Outcomes: Evidence from Linked Employer-Employee Data,washington,2004,2005,javier miranda,business dynamics statistics briefing high growth and failure of young firms,,JO,PB,SSRN Electronic Journal,2009,,,,
333,Completed,Technology Use and Worker Outcomes: Evidence from Linked Employer-Employee Data,washington,2004,2005,javier miranda,measuring the impact of household innovation using administrative data,,RE,PB,,2018,11,,,
333,Completed,Technology Use and Worker Outcomes: Evidence from Linked Employer-Employee Data,washington,2004,2005,javier miranda,synlbd 2 0 improving the synthetic longitudinal business database,,JO,PB,Statistical Journal of the IAOS: Journal of the International Association for Official Statistics,2014,5,30,2,129-135
333,Completed,Technology Use and Worker Outcomes: Evidence from Linked Employer-Employee Data,washington,2004,2005,javier miranda,business dynamics statistics briefing historically large decline in job creation from startup and existing firms in the 2008 2009 recession,,JO,PB,SSRN Electronic Journal,2011,,,,
333,Completed,Technology Use and Worker Outcomes: Evidence from Linked Employer-Employee Data,washington,2004,2005,javier miranda,chapter 2 measuring the impact of household innovation using administrative data,,BO,PB,Measuring and Accounting for Innovation in the Twenty-First Century,2021,,,,61-102
333,Completed,Technology Use and Worker Outcomes: Evidence from Linked Employer-Employee Data,washington,2004,2005,javier miranda,looking back on three years of using the synthetic lbd beta,,JO,PB,Statistical Journal of the IAOS: Journal of the International Association for Official Statistics,2014,5,30,2,123-127
333,Completed,Technology Use and Worker Outcomes: Evidence from Linked Employer-Employee Data,washington,2004,2005,javier miranda,private equity jobs and productivity reply to ayash and rastad,,JO,PB,SSRN Electronic Journal,2018,,,,
596,Completed,"BR00-05 Interactions, Neighborhood Selection and Housing Demand",boston,2006,2006,jeffrey e zabel,the accuracy of owner provided house values the 1978 1991 american housing survey,,JO,PB,Real Estate Economics,1999,6,27,2,263-298
596,Completed,"BR00-05 Interactions, Neighborhood Selection and Housing Demand",boston,2006,2006,jeffrey e zabel,estimating the demand for air quality in four u s cities,,JO,PB,Land Economics,200,5,76,2,174
596,Completed,"BR00-05 Interactions, Neighborhood Selection and Housing Demand",boston,2006,2006,jeffrey e zabel,neighbourhood effects and housing demand,,JO,PB,Journal of Applied Econometrics,2003,9,18,5,563-584
2357,Active,Immigrant Generations Across the 20th Century,penn state,2020,,jennifer l van hook,un healthy immigrant citizens,,JO,PB,Journal of Health and Social Behavior,2013,12,54,4,427-443
2357,Active,Immigrant Generations Across the 20th Century,penn state,2020,,jennifer l van hook,uncertainty about the size of the unauthorized foreign born population in the united states,,JO,PB,Demography,2021,9,58,6,2315-2336
2357,Active,Immigrant Generations Across the 20th Century,penn state,2020,,jennifer l van hook,undocumented older latino immigrants in the united states population projections and share of older undocumented latinos by health insurance coverage and chronic health conditions 2018 2038,,JO,PB,The Journals of Gerontology: Series B,2021,10,77,2,389-395
2357,Active,Immigrant Generations Across the 20th Century,penn state,2020,,jennifer l van hook,beyond stocks and surges the demographic impact of the unauthorized immigrant population in the united states,,JO,PB,Population and Development Review,2024,10,50,4,1369-1400
,,,triangle,,,jerome p reiter,incorporating marginal prior information in latent class models,,JO,PB,Bayesian Analysis,2015,6,11,2,
,,,triangle,,,jerome p reiter,stop or continue data collection a nonignorable missing data approach for continuous variables,,JO,PB,Journal of Official Statistics,2017,9,33,3,579-599
,,,triangle,,,jerome p reiter,a latent class modeling approach for differentially private synthetic data for contingency tables,,JO,PB,Journal of Privacy and Confidentiality,2022,7,12,1,
,,,triangle,,,jerome p reiter,simultaneous edit and imputation for household data with structural zeros,,JO,PB,Journal of Survey Statistics and Methodology,2018,12,7,4,498-519
,,,triangle,,,jerome p reiter,estimating identification disclosure risk using mixed membership models,,JO,PB,Journal of the American Statistical Association,2012,7,107,500,1385-1394
,,,triangle,,,jerome p reiter,commentary sharing confidential data for research purposes,,JO,PB,Epidemiology,2011,9,22,5,632-635
2951,Active,"Work, Race, Place, and Health: How Work Contexts Shape Racial/Ethnic Disparities in Mortality",baruch,2023,,jessica h hardie,ethnic and generational differences in partnership patterns among asians in the united states,,JO,PB,Journal of Ethnic and Migration Studies,202,6,48,15,3789-3809
,,,washington,,,jessica p vistnes,,PROTEIN MEASUREMENT WITH THE FOLIN PHENOL REAGENT,AR,UP,,2003,None,,,
,,,boston,,,jianqiu bai,does public healthcare affect firm outcomes plant level evidence from u s manufacturing firms,,JO,PB,SSRN Electronic Journal,202,,,,
802,Completed,Disability Insurance and Employment Decisions,michigan,2013,2018,john bound,coding geographic areas across census years creating consistent definitions of metropolitan areas,,RE,PB,,1998,10,,,
,,,triangle,,,john r hipp,what is the neighbourhood in neighbourhood satisfaction comparing the effects of structural characteristics measured at the micro neighbourhood and tract levels,,JO,PB,Urban Studies,201,4,47,12,2517-2536
,,,triangle,,,john r hipp,assessing crime as a problem,,JO,PB,Crime &amp; Delinquency,201,10,59,4,616-648
,,,triangle,,,john r hipp,the role of crime in housing unit racial ethnic transition,,JO,PB,Criminology,201,8,48,3,683-723
,,,triangle,,,john r hipp,the spatial distribution of neighborhood safety ties consequences for perceived collective efficacy,,JO,PB,Journal of Urban Affairs,2023,5,,,1-23
,,,baruch,,,john r logan,segregation and neighborhood change in northern cities new historical gis data from 1900 1930,,JO,PB,Historical Methods: A Journal of Quantitative and Interdisciplinary History,2016,9,49,4,187-197
,,,baruch,,,john r logan,validating population estimates for harmonized census tract data 2000 2010,,JO,PB,Annals of the American Association of Geographers,2016,6,106,5,1013-1029
,,,baruch,,,john r logan,the uptick in income segregation real trend or random sampling variance,,RE,PB,,2017,8,,,
,,,baruch,,,john r logan,interpolating u s decennial census tract data from as early as 1970 to 2010 a longitudinal tract database,,JO,PB,The Professional Geographer,2014,5,66,3,412-420
355,Completed,Endogenous Technical Change and Energy Prices,chicago,2006,2010,joshua linn,why do energy prices matter the role of interindustry linkages in u s manufacturing,,JO,PB,Economic Inquiry,2009,7,47,3,549-567
,,,atlanta,,,julie l hotchkiss,mismatch of jobs and people do migration constraints put racial minorities at a disadvantage,,JO,PB,"Federal Reserve Bank of Atlanta, Policy Hub",202,,,,
2718,Active,Factors Driving Changes in U.S. Firms' International Sourcing from China,fed board,2022,,justin r pierce,some characteristics of the decline in manufacturing capacity utilization,,JO,PB,FEDS Notes,2018,3,2018.0,2162,
2718,Active,Factors Driving Changes in U.S. Firms' International Sourcing from China,fed board,2022,,justin r pierce,are all trade policies created equal empirical evidence for nonequivalent market power effects of tariffs and quotas,,JO,PB,SSRN Electronic Journal,2012,,,,
1758,Active,"Organizational Characteristics, the Characteristics of Organizational Institutional Environments and Texas Oil and Gas Venting and Flaring Practices",texas,2018,,katherine calle willyard,the contextual influences of police and social service providers on formal help seeking after incidents of intimate partner violence,,JO,PB,Journal of Interpersonal Violence,202,5,37,1-2,NP1077-NP1104
281,Active,The Impact of Labor Management on Capital-Labor Substitution,kentucky,2023,,kenneth troske,sex segregation in u s manufacturing,,JO,PB,Industrial and Labor Relations Review,1998,4,51,3,445
205,Completed,Demographic Inversion in U.S. Metropolitan Areas,dallas,2019,2026,kyle e walker,tigris an r package to access and work with geographic data from the us census bureau,,JO,PB,The R Journal,2016,,8,2,231
205,Completed,Demographic Inversion in U.S. Metropolitan Areas,dallas,2019,2026,kyle e walker,the shifting destinations of metropolitan migrants in the u s 2005 2011,,JO,PB,Growth and Change,2017,1,48,4,532-551
205,Completed,Demographic Inversion in U.S. Metropolitan Areas,dallas,2019,2026,kyle e walker,analyzing us census data,,MO,PB,,2023,1,,,
205,Completed,Demographic Inversion in U.S. Metropolitan Areas,dallas,2019,2026,kyle e walker,idbr r interface to the us census bureau international data base api,,DA,PB,CRAN: Contributed Packages,2016,2,,,
,,,yale,,,lara shore sheppard,the impact of expanding public health insurance on safety net program participation evidence from the aca medicaid expansion,,RE,PB,,2019,11,,,
,,,yale,,,lara shore sheppard,living with children and economic disadvantage among seniors,,JO,PB,RSF: The Russell Sage Foundation Journal of the Social Sciences,2025,1,11,2,46-64
1422,Completed,The Role of Firm Size and Age on Employment and Hours Adjustments,minnesota,2015,2019,lawrence f warren,walras bowley lecture market power and wage inequality,,JO,PB,Econometrica,2024,,92,3,603-636
1422,Completed,The Role of Firm Size and Age on Employment and Hours Adjustments,minnesota,2015,2019,lawrence f warren,what drives wage stagnation monopsony or monopoly,,RE,PB,,2022,9,,,
1422,Completed,The Role of Firm Size and Age on Employment and Hours Adjustments,minnesota,2015,2019,lawrence f warren,hard to count how survey and administrative records modeling can enhance census nonresponse followup1,,JO,PB,Statistical Journal of the IAOS,2018,12,34,4,505-511
2114,Completed,Civic Engagement and Citizens' Context,philadelphia,2021,2023,lee shaker,dead newspapers and citizens civic engagement,,JO,PB,Political Communication,2014,1,31,1,131-148
,,,michigan,,,lucas w davis,the effect of power plants on local housing values and rents evidence from restricted census microdata,,JO,PB,SSRN Electronic Journal,2008,,,,
1403,Completed,Forecasting Income Inequality in the United States,washington,2016,2019,marina gindelsky,when do property taxes matter tax salience and heterogeneous policy effects,,JO,PB,Journal of Housing Economics,2023,9,61,,101951
1403,Completed,Forecasting Income Inequality in the United States,washington,2016,2019,marina gindelsky,determinants of bilingualism among children,,JO,PB,SSRN Electronic Journal,2014,,,,
,,,michigan,,,martha j bailey,the creation of life m the longitudinal intergenerational family electronic micro database project,,JO,PB,Historical Methods: A Journal of Quantitative and Interdisciplinary History,2023,7,56,3,138-159
1211,Completed,Social Indicators for Rural Alaska Communities (SIRAC),usc,2015,2020,matthew d berman,a rising tide that lifts all boats long term effects of the alaska permanent fund dividend on poverty,,JO,PB,Poverty &amp; Public Policy,2023,5,16,2,126-145
1227,Completed,Effects of Organizational Structure and Governance on Retail Establishment Productivity,missouri,2014,2018,matthew sveum,three essays on the relationship between franchising and productivity,,DI,UP,,2016,None,,,
272,Completed,The Impacts of Efforts to Reduce Pollution Emissions on Economic Activity and Environmental Quality:  Evidence from Plant-Level Data,boston,2004,2007,michael greenstone,the impacts of environmental regulations on industrial activity evidence from the 1970 and 1977 clean air act amendments and the census of manufactures,,RE,PB,,2002,9,,,
272,Completed,The Impacts of Efforts to Reduce Pollution Emissions on Economic Activity and Environmental Quality:  Evidence from Plant-Level Data,boston,2004,2007,michael greenstone,the impacts of environmental regulations on industrial activity evidence from the 1970 1977 clean air act amendments and the census of manufactures,,RE,PB,,2001,9,,,
2041,Completed,Does Access to Health Care Affect Teen Birth Rates and School Dropout Rates? Evidence from School-based Health Centers,cornell,2019,2023,michael lovenheim,the long run effects of teacher collective bargaining,,RE,PB,,2018,7,,,
2041,Completed,Does Access to Health Care Affect Teen Birth Rates and School Dropout Rates? Evidence from School-based Health Centers,cornell,2019,2023,michael lovenheim,the long run impacts of banning affirmative action in us higher education,,RE,PB,,2024,8,,,
378,Completed,Economic Integration and Labor Demand Elasticities,washington,2004,2007,mine z senses,the effects of outsourcing on the elasticity of labor demand,,JO,PB,SSRN Electronic Journal,2004,,,,
